ProductFamily,Product,Demand_2022_1,Demand_2022_2,Demand_2022_3,Demand_2022_4,Demand_2022_5,Demand_2022_6,Demand_2022_7,Demand_2022_8,Demand_2022_9,Demand_2022_10,Demand_2022_11,Demand_2022_12,Demand_2023_1,Demand_2023_2,Demand_2023_3,Demand_2023_4,Demand_2023_5,Demand_2023_6,Demand_2023_7,Demand_2023_8,Demand_2023_9,Demand_2023_10,Demand_2023_11,Demand_2023_12,
BCD,BCD00793,100,72,97,60,100,78,10,12,50,93,42,59,6,63,41,40,6,90,83,35,29,88,12,24,
BCD,BCD00794,57,0,72,96,10,70,61,95,79,0,17,71,92,8,20,40,69,58,48,95,28,37,50,63,
BCD,BCD00795,95,6,2,5,68,40,28,69,5,58,94,23,44,40,70,70,63,42,37,65,59,45,96,22,
BCD,BCD00796,30,81,8,1,29,40,59,46,45,12,43,9,81,75,95,15,73,92,39,8,21,99,6,60,
BCD,BCD00797,66,17,72,10,90,54,11,0,32,78,83,9,95,74,4,40,32,22,12,49,48,55,63,37,
BCD,BCD00798,4,61,41,24,70,48,100,67,4,33,85,22,79,78,82,79,22,6,28,20,28,76,52,51,
BCD,BCD00799,39,29,13,87,58,6,75,87,97,51,87,52,63,64,42,91,64,58,39,70,73,39,35,22,
BCD,BCD00800,81,88,66,51,71,64,88,2,11,1,69,66,33,59,7,92,47,34,24,1,24,40,32,96,
BCD,BCD00801,73,99,56,85,5,97,70,82,30,15,0,52,37,22,89,16,62,42,24,68,34,54,38,44,
BCD,BCD00802,86,81,66,63,7,46,39,3,4,37,90,91,60,90,69,11,7,68,49,35,22,61,100,1,
BCD,BCD00803,18,70,68,37,14,86,80,73,1,51,80,60,91,73,19,87,5,60,86,52,1,84,51,20,
BCD,BCD00804,23,28,88,43,68,88,64,18,60,73,15,98,76,28,0,31,7,74,49,4,76,93,94,4,
BCD,BCD00805,69,100,94,11,60,56,86,23,47,58,83,89,65,8,11,92,66,46,58,0,74,65,57,61,
BCD,BCD00806,29,66,48,14,38,55,38,30,44,74,83,92,85,1,48,60,52,70,95,9,49,50,71,38,
BCD,BCD00807,9,1,85,86,52,49,76,66,33,12,56,9,76,87,86,60,62,47,82,45,91,51,63,91,
BCD,BCD00808,81,39,2,95,34,59,39,74,99,84,79,95,40,75,78,64,7,64,19,60,77,37,5,57,
BCD,BCD00809,28,69,2,57,75,25,98,57,8,98,35,11,99,57,18,64,26,48,10,90,34,57,78,23,
BCD,BCD00810,30,100,55,31,6,9,5,77,60,62,44,80,53,48,37,57,4,69,39,38,43,81,80,64,
BCD,BCD00811,52,96,3,26,63,62,53,61,58,37,70,86,79,26,26,87,31,24,36,55,56,65,81,52,
BCD,BCD00812,53,60,37,81,5,41,77,38,97,89,63,94,52,55,86,31,85,58,70,35,41,81,29,44,
BCD,BCD00813,43,24,72,13,32,43,97,60,71,10,76,64,66,31,0,69,9,83,1,29,44,98,57,35,
BCD,BCD00814,35,42,20,26,56,83,88,38,56,74,93,13,97,46,34,72,39,47,93,61,88,22,98,16,
BCD,BCD00815,33,5,60,13,77,56,53,44,72,53,82,61,79,38,35,65,79,100,16,50,65,8,50,75,
BCD,BCD00816,74,71,92,86,48,98,100,64,99,1,84,47,81,19,4,47,90,19,43,76,37,34,71,35,
BCD,BCD00817,84,24,68,30,86,38,36,69,29,17,36,80,33,18,79,57,43,4,68,84,19,95,48,46,
BCD,BCD00818,54,15,15,0,77,8,43,80,10,59,8,7,98,42,1,21,87,55,9,54,75,38,7,23,
BCD,BCD00819,13,1,23,53,27,52,62,80,90,8,65,56,35,39,92,35,24,32,5,96,77,3,93,88,
BCD,BCD00820,41,71,71,96,20,54,94,56,81,58,20,3,14,66,20,55,52,16,55,11,51,28,95,57,
BCD,BCD00821,90,28,12,59,59,2,90,0,16,74,40,15,68,15,100,2,33,73,27,85,3,32,57,88,
BCD,BCD00822,87,92,9,79,100,73,81,23,40,6,82,29,94,87,57,0,2,86,90,92,83,20,4,73,
BCD,BCD00823,39,82,100,28,79,97,91,61,76,7,95,4,6,33,36,66,11,0,69,19,81,28,77,17,
BCD,BCD00824,33,40,33,79,53,100,77,3,31,28,15,20,34,52,11,82,35,30,86,54,93,4,5,15,
BCD,BCD00825,7,93,72,70,93,17,73,44,8,22,64,28,93,100,28,3,19,85,61,19,33,72,68,30,
BCD,BCD00826,84,33,91,43,29,8,61,98,12,18,86,71,7,79,20,43,1,86,1,40,58,57,29,72,
BCD,BCD00827,88,53,50,34,9,56,36,83,86,86,39,24,44,52,38,10,35,69,59,65,44,65,33,20,
BCD,BCD00828,96,54,73,72,57,2,100,87,93,34,88,73,75,67,54,8,49,83,97,47,5,92,34,90,
BCD,BCD00829,36,85,43,27,79,89,16,66,99,21,29,71,1,51,51,2,2,16,41,2,69,38,90,83,
BCD,BCD00830,71,89,79,95,15,37,86,65,92,7,52,50,23,25,39,57,64,58,58,27,76,18,34,36,
BCD,BCD00831,92,62,36,95,62,97,37,10,93,63,11,36,75,42,90,31,17,16,85,45,90,55,12,91,
BCD,BCD00832,57,40,74,93,72,7,24,31,87,12,28,61,78,3,93,89,49,21,21,57,52,63,81,88,
BCD,BCD00833,98,84,12,65,52,10,31,93,6,24,45,67,42,47,22,91,17,30,76,85,7,71,20,90,
BCD,BCD00834,46,65,33,56,71,100,67,100,53,93,57,59,35,40,0,63,96,64,45,41,18,49,37,12,
BCD,BCD00835,73,48,59,40,90,68,8,51,3,53,14,61,97,32,79,19,43,70,51,39,32,69,36,13,
BCD,BCD00836,34,34,28,5,9,49,8,5,93,13,79,57,11,24,91,76,77,46,62,36,31,82,40,87,
BCD,BCD00837,100,88,54,8,39,0,95,34,84,99,65,89,57,83,82,79,55,76,61,19,31,28,38,19,
BCD,BCD00838,35,24,32,27,96,5,76,93,15,75,63,16,60,12,17,42,65,11,11,40,25,77,35,51,
BCD,BCD00839,27,56,61,69,92,39,84,84,81,63,5,99,7,30,24,46,50,10,0,58,52,8,21,30,
BCD,BCD00840,6,71,1,80,23,48,97,34,22,45,6,85,93,92,6,72,23,81,25,3,48,63,11,40,
BCD,BCD00841,38,92,76,50,54,9,20,20,5,17,58,21,59,76,56,55,21,26,36,98,59,80,46,34,
BCD,BCD00842,61,25,58,30,100,33,55,3,27,74,84,62,81,71,87,55,35,98,50,90,14,40,75,67,
BCD,BCD00843,63,38,37,90,68,58,4,1,51,46,64,5,39,54,44,40,87,59,1,21,56,75,14,77,
BCD,BCD00844,37,66,45,29,18,71,38,50,40,82,42,57,88,18,23,57,30,92,30,8,68,3,83,75,
BCD,BCD00845,76,12,57,67,1,52,71,62,63,67,7,97,93,69,17,81,84,26,39,60,36,74,62,31,
BCD,BCD00846,53,19,55,27,73,14,80,15,26,72,94,49,5,76,0,62,42,77,74,26,98,23,28,31,
BCD,BCD00847,97,62,3,39,67,48,51,40,39,39,53,98,68,61,89,83,0,93,4,40,72,71,95,81,
BCD,BCD00848,37,12,60,26,69,77,85,87,9,75,85,4,84,30,18,54,17,45,67,98,78,72,88,38,
BCD,BCD00849,96,3,0,20,29,4,64,27,25,0,55,81,3,15,98,22,87,81,87,11,63,18,4,36,
BCD,BCD00850,60,93,15,18,54,12,59,3,60,90,16,10,35,49,90,21,6,18,33,74,99,14,30,52,
BCD,BCD00851,84,75,42,21,71,86,47,38,25,89,32,36,8,51,78,49,21,30,77,87,85,97,96,89,
BCD,BCD00852,63,57,88,68,40,27,88,58,53,92,26,92,97,2,2,63,96,69,29,31,82,68,1,59,
BCD,BCD00853,93,40,62,58,65,84,52,50,24,9,0,62,26,11,69,59,12,59,61,99,88,87,13,85,
BCD,BCD00854,92,33,96,5,65,83,64,96,78,59,43,8,98,90,78,19,15,53,31,41,47,10,73,74,
BCD,BCD00855,60,63,51,84,58,88,69,10,76,6,35,28,16,79,2,32,1,36,40,85,70,79,7,37,
BCD,BCD00856,18,23,29,35,53,17,67,21,40,16,91,19,95,51,48,54,43,53,18,88,3,48,24,7,
BCD,BCD00857,27,41,24,100,90,49,95,72,66,75,71,81,89,86,52,27,29,20,66,74,100,89,9,84,
BCD,BCD00858,96,42,97,91,10,83,86,10,30,59,20,49,27,37,15,36,70,82,96,26,16,97,62,58,
BCD,BCD00859,66,54,47,67,66,6,64,72,87,24,62,93,17,22,73,45,68,69,78,15,58,96,85,38,
BCD,BCD00860,2,34,100,46,13,8,25,8,27,7,1,55,50,78,29,35,6,68,42,20,22,32,58,45,
BCD,BCD00861,80,47,12,27,80,27,82,5,78,78,63,41,20,22,14,81,45,70,79,12,29,82,62,29,
BCD,BCD00862,4,47,15,45,85,92,33,19,72,80,59,10,5,20,34,89,58,80,60,95,74,46,51,68,
BCD,BCD00863,67,65,88,57,55,42,76,7,69,93,84,8,84,31,81,34,32,56,51,54,56,9,47,32,
BCD,BCD00864,90,67,57,71,60,76,30,44,70,45,66,78,17,57,14,28,74,32,9,3,9,20,7,41,
BCD,BCD00865,54,68,7,5,83,77,60,34,8,35,89,16,52,63,45,63,60,96,77,96,31,67,91,68,
BCD,BCD00866,68,2,60,57,92,97,67,56,56,74,81,25,1,64,14,12,24,94,37,92,61,80,5,36,
BCD,BCD00867,46,80,74,65,9,88,71,31,3,41,12,38,10,87,2,60,15,61,92,69,27,13,91,14,
BCD,BCD00868,14,77,67,18,50,7,73,70,30,58,54,9,60,48,94,29,72,44,54,9,51,19,97,76,
BCD,BCD00869,55,58,92,6,22,93,33,64,69,86,12,16,43,21,94,92,41,18,52,85,11,9,28,41,
BCD,BCD00870,84,59,58,71,95,53,87,34,88,82,99,2,2,57,24,37,73,17,92,28,60,99,100,23,
BCD,BCD00871,97,58,68,29,8,65,46,94,43,24,16,0,26,89,51,70,75,91,5,16,56,65,85,93,
BCD,BCD00872,80,35,8,64,63,51,33,91,2,47,71,76,5,8,66,55,44,55,94,16,83,51,49,28,
BCD,BCD00873,50,8,2,28,98,96,9,95,61,20,36,26,19,4,87,73,99,30,61,9,37,28,80,40,
BCD,BCD00874,92,21,46,23,23,11,94,93,93,86,49,2,54,41,59,71,88,42,53,89,91,95,93,42,
BCD,BCD00875,83,47,40,12,81,18,57,40,65,30,11,93,75,94,34,7,1,48,12,21,65,75,34,91,
BCD,BCD00876,27,14,50,83,74,41,92,8,24,7,19,82,29,41,41,48,30,28,49,13,44,88,11,83,
BCD,BCD00877,46,47,61,87,85,38,63,48,10,92,80,15,44,78,33,64,69,37,61,25,79,40,73,67,
BCD,BCD00878,42,93,10,23,56,16,7,16,50,22,55,77,39,48,87,67,38,60,50,16,19,83,76,85,
BCD,BCD00879,52,44,61,48,45,44,83,58,5,51,95,22,93,21,56,24,3,94,89,44,64,29,63,24,
BCD,BCD00880,20,31,49,12,45,64,100,78,27,68,31,39,54,14,72,98,55,66,50,11,63,87,44,0,
BCD,BCD00881,5,21,72,23,80,17,59,69,47,57,16,39,18,85,68,38,23,96,25,76,61,96,10,39,
BCD,BCD00882,37,74,19,76,50,16,16,84,94,80,20,35,83,64,51,25,60,21,91,45,89,35,0,100,
BCD,BCD00883,33,44,77,82,65,93,11,18,51,40,20,40,77,11,98,36,47,41,10,94,14,44,49,99,
BCD,BCD00884,54,66,69,15,22,82,67,45,77,39,26,48,24,11,59,8,50,70,77,100,37,81,6,23,
BCD,BCD00885,38,25,7,46,14,18,14,19,60,72,35,94,22,74,46,1,99,82,61,21,48,33,85,0,
BCD,BCD00886,38,60,52,13,87,49,62,95,55,45,83,7,34,78,56,33,12,73,82,81,35,54,21,99,
BCD,BCD00887,78,68,80,88,86,85,78,51,15,18,8,8,40,13,8,59,37,36,27,25,63,49,91,75,
BCD,BCD00888,73,100,45,59,61,72,36,68,10,19,27,99,72,67,4,9,66,50,42,86,94,95,14,66,
BCD,BCD00889,41,81,60,14,86,88,68,81,97,70,49,100,53,1,78,62,12,85,8,74,87,29,16,1,
BCD,BCD00890,2,7,55,55,47,64,1,35,39,73,79,32,17,26,56,25,72,11,4,4,63,44,1,27,
BCD,BCD00891,52,52,40,58,27,34,61,96,40,41,8,62,6,21,33,24,41,67,25,16,17,80,75,72,
BCD,BCD00892,25,29,74,62,80,36,2,34,74,28,51,91,23,58,59,68,59,73,83,94,35,67,33,65,
BCD,BCD00893,30,68,69,49,38,66,95,26,24,80,21,18,43,89,28,75,35,61,100,61,55,14,28,67,
BCD,BCD00894,67,71,66,15,77,33,22,63,67,97,17,97,51,24,54,85,41,13,0,36,28,17,0,49,
BCD,BCD00895,40,52,47,1,81,13,83,42,78,68,23,45,51,97,61,87,56,69,4,70,66,87,55,50,
BCD,BCD00896,8,35,61,84,61,7,72,6,3,61,31,84,6,11,50,25,35,52,40,94,70,33,42,62,
BCD,BCD00897,99,13,72,12,47,50,100,95,65,25,96,71,91,29,93,95,82,42,92,58,85,86,70,45,
BCD,BCD00898,99,37,11,12,25,98,30,79,82,26,37,86,88,52,12,41,59,55,1,9,38,54,71,72,
BCD,BCD00899,46,61,67,50,90,72,86,6,93,23,57,54,62,22,89,19,52,76,53,37,8,82,100,54,
BCD,BCD00900,58,57,100,95,83,40,22,93,43,39,96,15,40,10,82,14,34,64,70,69,6,92,86,65,
BCD,BCD00901,65,8,76,81,49,92,22,99,7,61,86,50,50,47,89,64,43,2,36,71,21,15,97,96,
BCD,BCD00902,13,17,9,76,88,29,30,76,27,75,44,32,69,67,85,87,54,34,55,45,56,10,87,87,
BCD,BCD00903,66,26,73,19,78,1,8,82,33,92,36,32,15,50,35,77,1,75,37,80,55,81,92,5,
BCD,BCD00904,79,85,17,19,14,36,47,61,13,35,66,84,53,82,28,42,74,60,21,84,99,0,87,31,
BCD,BCD00905,6,27,97,14,27,7,45,55,51,65,74,23,98,14,53,99,29,14,90,77,66,23,84,1,
BCD,BCD00906,91,34,98,35,27,19,87,17,38,25,60,21,60,55,58,20,51,12,45,64,52,37,11,91,
BCD,BCD00907,65,46,30,50,43,69,2,58,27,13,77,40,71,29,86,32,42,88,62,46,62,88,61,64,
BCD,BCD00908,19,77,14,85,35,34,26,59,14,42,49,15,14,59,75,75,86,33,77,61,72,71,76,99,
BCD,BCD00909,37,17,50,43,90,43,62,62,49,15,55,8,41,72,1,92,15,87,47,80,22,53,47,88,
BCD,BCD00910,49,79,17,42,36,12,46,51,9,76,19,34,85,59,77,58,12,18,44,45,65,41,13,19,
BCD,BCD00911,95,4,15,68,19,56,64,52,76,84,97,22,13,68,7,49,34,84,61,52,70,33,30,89,
BCD,BCD00912,82,76,12,5,37,19,21,2,61,61,52,26,80,0,95,83,58,33,29,37,26,90,47,43,
BCD,BCD00913,6,45,50,59,41,85,19,56,47,55,58,24,69,27,32,24,63,23,24,79,78,81,40,32,
BCD,BCD00914,74,52,54,65,54,23,12,22,38,50,25,14,80,12,53,39,60,28,66,24,31,75,44,62,
BCD,BCD00915,15,46,51,48,53,2,35,91,30,78,1,15,100,74,18,60,41,79,14,0,100,12,65,3,
BCD,BCD00916,53,12,25,22,43,50,12,18,10,1,97,54,68,53,89,87,68,74,64,76,67,21,77,49,
BCD,BCD00917,37,99,46,76,3,61,19,88,34,61,20,18,31,87,8,85,17,20,56,70,88,15,97,49,
BCD,BCD00918,50,49,19,89,29,28,5,67,20,43,43,29,40,12,46,10,67,12,27,78,100,76,0,55,
BCD,BCD00919,17,28,43,32,39,43,86,42,47,91,73,84,92,64,77,14,32,80,8,82,7,34,47,53,
BCD,BCD00920,49,91,54,34,0,42,4,14,89,16,22,74,20,46,40,79,33,23,72,45,87,25,24,77,
BCD,BCD00921,49,61,51,46,24,84,17,73,48,12,48,81,27,25,9,48,32,88,74,64,84,52,63,92,
BCD,BCD00922,2,37,31,91,85,41,63,85,92,98,35,35,44,80,58,2,38,83,62,15,100,15,17,7,
BCD,BCD00923,43,49,77,66,88,31,70,47,56,73,68,42,49,1,59,27,16,7,66,36,60,52,50,15,
BCD,BCD00924,24,19,1,46,9,22,0,57,58,29,16,3,84,64,97,89,73,65,54,98,32,83,2,91,
BCD,BCD00925,33,76,32,91,81,89,25,12,60,13,59,36,27,7,35,18,56,20,44,87,18,64,69,25,
BCD,BCD00926,41,38,54,0,50,94,82,10,57,4,100,89,81,31,6,17,65,100,82,99,63,67,37,9,
BCD,BCD00927,76,27,49,13,57,38,85,83,8,61,97,61,30,15,67,56,38,17,83,50,0,47,77,79,
BCD,BCD00928,1,33,8,12,12,98,46,100,53,99,88,81,49,34,17,53,52,81,42,53,53,84,27,53,
BCD,BCD00929,56,54,80,28,71,65,56,58,1,100,28,4,49,67,54,24,82,36,56,33,39,85,77,22,
BCD,BCD00930,7,10,42,99,59,68,33,62,22,39,67,12,89,5,37,38,14,91,52,78,36,67,94,99,
BCD,BCD00931,51,100,85,57,78,85,54,85,36,13,25,77,26,59,53,50,91,90,60,40,68,33,49,64,
BCD,BCD00932,98,47,30,17,91,7,77,14,35,63,92,11,59,11,37,19,2,24,83,8,94,11,32,0,
BCD,BCD00933,29,39,67,30,16,13,93,83,5,30,15,85,21,86,14,59,21,43,84,27,51,1,73,76,
BCD,BCD00934,92,92,85,83,31,40,49,42,76,97,57,65,2,76,100,75,99,3,82,40,48,59,78,41,
BCD,BCD00935,49,84,38,73,3,25,67,29,90,35,37,27,63,65,63,85,31,73,5,83,23,61,59,35,
BCD,BCD00936,20,88,74,2,62,33,26,82,64,15,19,51,16,88,85,68,40,3,47,11,50,37,98,93,
BCD,BCD00937,58,29,59,82,83,75,79,98,70,49,0,8,33,60,33,10,4,57,55,13,36,20,75,46,
BCD,BCD00938,17,6,69,44,69,78,71,42,19,88,96,71,94,88,7,20,55,11,62,31,5,17,54,77,
BCD,BCD00939,11,58,4,48,66,65,79,73,88,70,51,81,9,36,74,22,17,66,97,44,30,61,53,75,
BCD,BCD00940,82,59,32,35,41,38,82,99,92,38,97,4,88,16,90,2,50,91,64,18,4,84,54,12,
BCD,BCD00941,29,80,50,83,34,62,38,31,0,45,79,7,47,95,42,56,45,32,94,64,0,10,71,96,
BCD,BCD00942,97,26,20,56,85,94,37,81,21,31,24,73,36,26,84,91,18,8,1,46,74,9,56,14,
BCD,BCD00943,12,47,79,7,62,94,80,1,85,56,45,69,38,73,44,33,17,21,28,89,62,41,5,61,
BCD,BCD00944,59,25,59,64,83,50,0,40,51,31,75,91,82,80,63,48,76,16,13,64,9,60,21,27,
BCD,BCD00945,6,9,74,16,76,21,18,31,39,68,52,72,84,9,58,30,54,4,29,31,89,36,29,85,
BCD,BCD00946,70,28,20,20,90,73,15,80,17,3,52,45,61,13,38,86,68,24,26,100,12,97,90,72,
BCD,BCD00947,24,38,47,55,44,96,93,34,22,41,24,75,63,5,89,79,2,51,7,29,96,66,94,67,
BCD,BCD00948,46,32,81,76,24,78,13,14,21,6,45,43,44,42,98,0,70,46,71,76,93,44,15,8,
BCD,BCD00949,73,79,80,30,56,13,58,12,77,38,77,81,6,6,12,64,59,12,73,39,17,92,9,17,
BCD,BCD00950,82,72,97,41,54,7,88,38,61,26,99,48,72,93,17,40,62,18,12,57,60,90,63,19,
BCD,BCD00951,45,88,32,83,62,58,61,50,49,4,54,26,54,65,64,85,60,29,21,51,66,81,85,39,
BCD,BCD00952,59,79,3,98,80,51,47,33,72,19,99,4,94,71,46,42,4,2,96,54,8,88,22,31,
BCD,BCD00953,3,66,2,55,15,36,82,26,99,19,10,97,58,67,99,92,99,59,28,86,53,27,30,36,
BCD,BCD00954,81,49,98,59,56,32,93,47,98,24,89,42,42,37,35,11,90,5,81,33,30,4,78,84,
BCD,BCD00955,33,99,34,51,86,89,18,74,98,78,65,86,84,47,46,78,11,30,100,35,9,71,55,51,
BCD,BCD00956,57,91,66,64,17,19,18,31,79,25,100,37,15,23,44,55,9,35,56,38,3,18,43,53,
BCD,BCD00957,58,44,38,43,90,13,14,4,54,82,46,73,45,87,83,2,33,88,79,17,9,100,3,53,
BCD,BCD00958,96,14,43,93,100,83,94,13,3,21,31,6,28,19,100,91,75,93,79,15,47,35,88,87,
BCD,BCD00959,12,11,53,66,91,37,39,87,49,15,96,39,72,82,35,9,9,1,49,63,75,73,60,60,
BCD,BCD00960,60,27,23,14,29,50,48,10,97,60,78,25,22,79,29,11,91,10,69,66,13,1,33,63,
BCD,BCD00961,46,32,69,3,91,1,14,53,9,66,54,66,43,92,67,93,46,31,93,7,8,36,83,66,
BCD,BCD00962,93,11,11,26,57,80,5,3,8,21,66,76,7,27,29,10,1,68,54,8,58,32,56,46,
BCD,BCD00963,41,35,7,85,95,11,34,51,100,71,49,24,55,78,10,73,63,74,26,95,79,42,33,10,
BCD,BCD00964,5,6,49,30,87,55,74,51,43,52,19,22,56,29,71,7,60,86,39,19,23,74,5,44,
BCD,BCD00965,10,0,24,37,85,55,96,99,27,94,24,28,68,81,78,87,25,6,24,7,39,85,49,24,
BCD,BCD00966,73,5,16,53,10,95,16,8,9,60,92,77,50,81,40,85,45,2,18,15,8,90,92,65,
BCD,BCD00967,15,67,88,53,70,15,5,62,42,67,100,98,63,61,22,82,81,74,5,28,84,62,53,62,
BCD,BCD00968,7,82,58,2,22,51,67,95,5,9,29,94,27,3,64,47,61,58,22,31,37,39,21,3,
BCD,BCD00969,74,28,95,18,92,89,17,81,3,77,59,52,59,4,45,8,71,8,96,38,50,7,64,74,
BCD,BCD00970,2,63,59,65,97,100,40,48,42,10,19,80,37,62,17,64,29,47,23,43,82,19,4,24,
BCD,BCD00971,39,68,12,24,21,57,100,87,69,57,97,43,78,16,97,53,21,51,81,58,82,37,90,78,
BCD,BCD00972,60,74,18,77,25,52,84,75,89,49,5,33,59,1,14,91,70,84,97,31,96,67,79,45,
BCD,BCD00973,67,39,43,10,37,97,24,9,96,50,48,8,15,46,63,76,79,1,52,26,50,56,25,30,
BCD,BCD00974,28,24,47,52,88,62,42,71,26,76,74,39,50,76,47,43,6,68,90,38,85,30,79,67,
BCD,BCD00975,81,85,39,82,50,34,33,28,32,90,46,35,46,22,2,5,38,10,35,4,7,17,11,86,
BCD,BCD00976,63,95,74,54,3,33,91,7,26,3,20,38,62,89,35,46,50,43,17,2,72,18,52,79,
BCD,BCD00977,31,49,12,37,64,4,53,54,72,29,30,81,39,16,42,15,78,61,21,76,52,97,57,57,
BCD,BCD00978,83,82,63,1,91,0,63,56,67,70,63,68,16,42,61,10,7,14,25,85,30,11,24,2,
BCD,BCD00979,17,0,37,31,40,60,74,14,2,84,60,24,74,89,98,9,40,44,58,19,60,74,41,47,
BCD,BCD00980,10,62,69,56,23,49,100,22,58,7,21,63,84,14,80,26,18,73,91,9,47,50,46,10,
BCD,BCD00981,43,60,94,26,41,43,51,12,63,94,2,89,43,82,44,30,96,20,81,80,93,80,42,77,
BCD,BCD00982,44,36,15,74,83,97,31,39,57,6,66,65,81,11,17,67,50,62,25,65,38,24,80,47,
BCD,BCD00983,41,18,43,56,68,3,17,83,43,84,57,96,44,30,9,35,94,1,72,29,25,19,81,67,
BCD,BCD00984,65,96,89,91,36,12,56,78,13,72,31,43,62,91,25,97,16,83,18,94,58,37,75,84,
BCD,BCD00985,56,44,88,42,0,83,49,73,49,40,1,94,35,8,84,38,40,53,68,9,4,76,100,17,
BCD,BCD00986,75,20,56,25,65,82,61,14,25,63,6,82,20,63,18,4,39,21,78,98,21,18,80,48,
BCD,BCD00987,25,5,91,55,40,14,36,88,81,26,67,22,9,9,98,29,6,47,100,49,91,55,18,89,
BCD,BCD00988,69,33,57,73,10,10,23,6,29,9,68,13,100,3,59,39,11,50,65,78,82,48,11,47,
BCD,BCD00989,68,31,71,60,82,96,50,63,47,35,6,16,97,81,23,79,0,70,46,41,29,85,71,18,
BCD,BCD00990,54,90,47,83,76,70,65,34,24,61,51,27,30,54,79,80,46,47,7,12,20,95,21,99,
BCD,BCD00991,39,68,61,30,65,52,89,11,6,40,63,3,61,48,38,10,63,49,65,87,75,0,56,8,
BCD,BCD00992,74,32,42,41,41,27,8,27,63,12,10,28,11,37,85,29,77,26,57,87,2,46,88,91,
BCD,BCD00993,71,76,36,29,19,73,48,39,84,55,33,41,31,0,82,49,30,41,99,70,44,15,55,14,
BCD,BCD00994,27,22,65,23,72,0,54,54,78,11,25,67,78,46,48,23,54,13,55,42,68,20,70,32,
DIS,DIS00995,67,59,29,10,87,68,48,81,67,64,94,14,44,86,59,79,6,51,99,8,19,71,10,51,
DIS,DIS00996,38,78,81,61,14,74,33,88,73,23,32,59,59,62,78,11,8,96,73,23,70,51,46,95,
DIS,DIS00997,21,20,8,97,65,54,44,25,21,29,36,58,37,35,20,98,56,9,61,41,96,89,36,40,
DIS,DIS00998,26,50,3,58,17,57,5,33,93,26,30,89,66,65,15,85,55,98,53,29,19,8,63,31,
DIS,DIS00999,99,35,3,21,15,10,8,17,94,46,94,24,92,1,40,85,10,61,88,0,74,81,11,72,
DIS,DIS01000,61,91,4,86,40,76,67,51,96,30,75,70,59,87,76,13,37,64,37,89,62,32,80,27,
DIS,DIS01001,29,88,74,96,79,10,67,41,40,44,46,21,96,69,12,63,51,75,84,3,44,72,54,35,
DIS,DIS01002,17,17,23,27,95,99,79,44,66,4,25,32,7,31,41,11,37,8,23,40,98,16,28,39,
DIS,DIS01003,37,45,71,41,51,19,71,72,54,20,71,58,94,31,98,51,55,68,90,78,77,3,41,67,
DIS,DIS01004,39,90,74,39,63,84,21,5,23,32,49,0,15,66,52,88,24,25,87,1,28,94,41,65,
DIS,DIS01005,68,26,57,84,51,50,68,72,32,53,82,50,1,46,11,80,38,24,27,75,70,95,95,51,
DIS,DIS01006,35,20,1,28,65,4,83,33,12,85,63,62,72,62,25,24,99,25,54,29,26,33,37,72,
DIS,DIS01007,15,42,44,42,24,93,21,23,51,57,80,3,87,29,45,4,27,69,94,4,99,95,25,70,
DIS,DIS01008,91,91,45,79,13,91,89,8,6,70,38,79,15,42,69,43,61,67,94,24,28,94,60,87,
DIS,DIS01009,29,96,52,43,39,86,71,21,56,59,86,90,2,87,20,42,20,71,8,56,58,40,33,51,
DIS,DIS01010,63,23,68,91,81,38,37,94,6,58,4,45,26,50,1,10,14,52,48,48,73,82,69,8,
DIS,DIS01011,57,91,81,22,19,63,65,9,68,69,61,3,5,91,55,99,11,11,69,99,12,43,70,40,
DIS,DIS01012,40,19,14,53,94,94,78,49,81,75,89,29,35,59,97,59,31,25,83,86,11,24,94,76,
DIS,DIS01013,44,71,12,91,46,88,3,50,58,35,57,44,83,91,92,17,86,68,53,67,33,93,86,30,
DIS,DIS01014,18,65,37,88,58,52,11,6,94,8,97,82,53,74,54,16,20,32,39,13,9,89,100,28,
DIS,DIS01015,73,13,74,40,27,75,8,61,23,27,43,32,15,45,82,97,48,22,47,12,71,5,90,66,
DIS,DIS01016,33,67,58,41,51,9,15,54,18,42,9,98,81,94,90,16,12,35,41,39,21,45,42,18,
DIS,DIS01017,97,99,22,23,40,98,66,27,44,55,38,3,56,11,22,1,63,58,79,55,36,85,38,0,
DIS,DIS01018,57,16,60,52,25,20,55,36,23,90,46,79,22,64,69,8,54,37,73,24,38,78,66,14,
DIS,DIS01019,96,32,86,89,18,13,1,34,96,88,63,43,74,98,73,86,12,47,91,10,59,56,57,25,
DIS,DIS01020,35,83,78,63,27,75,50,87,87,76,24,41,6,77,23,64,15,30,52,45,4,36,44,82,
DIS,DIS01021,50,23,46,39,82,52,87,44,82,91,76,16,30,46,76,57,92,52,8,21,52,10,62,23,
DIS,DIS01022,22,90,64,39,87,29,19,54,21,8,67,57,33,81,20,83,39,16,20,42,35,21,100,64,
DIS,DIS01023,21,93,79,1,37,83,78,71,84,30,94,12,38,16,0,72,97,33,26,86,1,96,71,18,
DIS,DIS01024,47,10,86,22,63,15,10,40,62,90,4,56,88,71,96,93,49,5,4,44,60,4,75,3,
DIS,DIS01025,51,65,35,69,65,1,100,18,70,46,55,5,34,2,75,34,61,43,98,23,56,64,8,3,
